Name,MetadataID,ResourceIdentifier,Summary,OrganisationName,Information_owner_organization,ContactMailAddress,date
Stödboende (ur Hitta Service API),182cf420-36ee-4771-8e89-541dcb54b600,41b93748-af03-4cb6-91ab-d78667326b50,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Skidspår (ur Hitta Service API),71f787ab-dea0-422c-bdff-ddae988852c4,8518ae18-aa67-4782-87f1-590673a614d6,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
NVDB - Hastighetsgräns,LvFeature4000048,a9b6d516-8456-4982-956d-5e7557c005ca,"Geometri som representerar utbredning av trafikregel, meddelad genom föreskrift eller annat beslut om gällande hastighetsgräns. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Parkeringsdata - Servicedagar,LTFRservicedagar,56b5589e-d24a-4361-bf53-874a1b200390,"En servicedag-föreskrift anger när en gata, eller del av gata, är förbjuden att parkera på. Generellt gäller i innerstaden en vardag i veckan mellan 00.00 - 06.00 och i ytterområden 08.00 - 16.00. Enbart på det kommunala vägnätet. Verksamhet Juridik & Parkering, Tillståndsavdelningen, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
SBK Registerkarta - Gränser och gränspunkter,afb02ab2-d76e-4c69-9f3d-7315536822da,34277cf4-da10-474c-bdd6-66e44d51d31e,"Registerkarta - Gränser och gränspunkter bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450000, GränspunktUndertyper10, Gränspunkt, modifierbar20, Fastighetsgränsnod, modifierbar450010, GränslinjeUndertyper10, Riksgräns, modifierbar20, Territorialgräns, modifierbar30, Län, modifierbar40, Kommungräns, modifierbar50, Stadsdelsgräns, modifierbar60, Stadsdel och distrikt, modifierbar70, Distriktsgräns, modifierbar80, Kvartersnamnsgräns, modifierbar90, Kvarterstraktgräns, modifierbar100, Stadsdelsnämndsområde, modifierbar110, Traktgräns, modifierbar120, Kvartersonamnsgräns, modifierbar140, Fastighetsområdesgräns, modifierbar150, Fastighetsutrymmesgräns, modifierbar160, Kommungräns enligt JB 1:5, modifierbar170, Länsgräns enligt JB 1:5, modifierbar180, Stadsdelsgräns enligt JB 1:5, modifierbar190, Traktgräns enligt JB 1:5, modifierbar200, Fastighetsområdesgräns enligt JB 1:5, modifierbar210, Stadsdel+distriktsgräns enligt JB 1:5, modifierbar220, Tomtgräns, modifierbar230, Ägarlägenhetsutrymmesgräns, modifierbar270, Församlingsgräns (utgått 2016), modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
NVDB - Tättbebyggt område,LvFeature4000040,f44ac005-c497-4235-b063-e8318a3abca0,"Geometri som representerar utbredning av trafikregel om tättbebyggt område, meddelad genom föreskrifter beslutade av kommunen. Tättbebyggt område är det område inom vilket kommunen utfärdar lokala trafikföreskrifter. Ett område får förklaras vara tättbebyggt område om det har stads- eller bykaraktär eller därmed jämförbart vägnät och bebyggelse. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
SBK Registerkarta - Registerenhet,9f4d2ae1-f228-4676-be59-487f07f8aa42,d286e28f-cd8f-454b-a13a-0329d7aedbc8,"Registerkarta - Registerenhet bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450020, RegisterenhetUndertyper10, Fastighet, modifierbar20, Samfällighet, modifierbar30, 3D-fastighet, modifierbar40, Bihang C, modifierbar50, Ägarlägenhet, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Daglig verksamhet (ur Hitta Service API),9a56d775-61c8-4523-9268-2825d29a78e6,4798aef0-f5a0-45df-9f5d-f79b5aeb7ffc,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Avlösning SoL (ur Hitta Service API),a4d56f10-118c-4049-9639-d2cd5cb5462f,6ff6d148-5b57-4fc2-a7c6-516c661d8c84,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
SBK Registerkarta - Namn,5f3fa234-a2ca-4a62-8521-5c2605de0739,1645f4bf-2ff6-4a57-be20-49216f6c5749,"Registerkarta - bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450110, KoloniområdeUndertyper10, Koloniområde, modifierbar450210, KvarterUndertyper10, Kvarter enl detaljplan, modifierbar20, Kvarter enl detaljplan-ej namnsatt, modifierbar450900, SjöUndertyper10, Sjö, modifierbar20, Strand, modifierbar450920, VattendragUndertyper10, Bäck, modifierbar20, Dike, modifierbar30, Å, modifierbar40, Älv, modifierbar50, Kanal, modifierbar450930, NaturmarkUndertyper10, Park, modifierbar20, Grönområde, modifierbar30, Skogsmark, modifierbar40, Jordbruksmark, modifierbar451570, Ospecificerade objektUndertyper10, Ospecificerade objekt, modifierbar20, Namn - registerkarta, modifierbar30, Allmän plats-gräns, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Geografiska namn,e91a99b7-fe02-4e86-bd75-1656054da611,3d1d5271-1cde-422f-9e34-38033a1841c3,"Stadskarta - Geografiska namn bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Natur10, Geografiska namn, modifierbar, aktiv20, Önamn, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Fritidsklubb (ur Hitta Service API),e509f012-8421-4046-941b-235034fbd318,e282e275-46a9-49be-86fe-4f0bad39569a,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Kollo (ur Hitta Service API),b2953ddb-8359-4fcd-98f8-4defcb2baa79,b5e65e19-d037-4b53-b28c-0df73411cf43,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
SBK Registerkarta - övriga data,b195b5b6-1c09-4b6a-aaa7-51cd0d01354b,a7dec5c2-dcf1-4ca5-ae74-78bca0afeeec,"Registerkarta - övriga data bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450010, GränslinjeUndertyper80, Kvartersnamnsgräns, modifierbar450012, Gränslinje illustrationUndertyper240, Allmän plats-gräns, modifierbar250, Illustration väg, modifierbar260, Illustration strand, modifierbar450020, RegisterenhetUndertyper10, Fastighet, modifierbar20, Samfällighet, modifierbar30, 3D-fastighet, modifierbar40, Bihang C, modifierbar50, Ägarlägenhet, modifierbar450210, KvarterUndertyper10, Kvarter enl detaljplan, modifierbar451570, Ospecificerade objektUndertyper20, Namn - registerkarta, modifierbar453120, AdressplatsbeslutUndertyper10, Adressplatsbeslut, modifierbar453121, Adressplatsbeslut övrigtUndertyper10, Adressplatsbeslut övrigt, modifierbar453125, AdressärendeUndertyper10, Adressärende, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Koloni,70bae1bd-fb2f-4b9a-bbd6-1dfeadffbbae,94084744-910f-4d51-817b-646b060606ea,"Stadskarta - Koloni bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :450110, Koloniområde10, Koloniområde, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Öppen bollplan (ur Hitta Service API),e98c25c5-faed-48e1-8032-86ddbde9d465,23de8bfe-2002-434b-a595-c125eb1f7338,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Sysselsättning (ur Hitta Service API),df2216b3-e105-47ce-a10c-db2930fb5ade,2e457f16-0fb1-48c4-9619-b1d6e43a1e62,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Boendestöd (ur Hitta Service API),fa141b86-37fb-4450-9936-9022a79703cc,6c9f08dc-a9d2-4316-b4d9-cf539095643c,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Servicehus (ur Hitta Service API),922e47dd-e499-4d8b-805a-0e57602781ae,3cd5b789-a7a9-489a-aad3-0837382c7720,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Skatepark (ur Hitta Service API),281b45d6-4c78-46da-9056-110db2da98ec,54d91cde-64a2-40af-8a78-17d25f776a4f,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
NVDB - Förbjuden färdriktning,LvFeature4000077,6b48cc23-9101-4996-b3b7-29c086afa88f,Geometri som representerar utbredning av trafikregel om förbjuden färdriktning på vägsträcka meddelad genom föreskrift eller som resultat av fysisk vägutformning.  Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
VMS,LvFeature5630050,d14f5260-d9c5-44eb-b0c8-466fae109fcb,"Variabel meddelandeskylt för att visa fritext,. Punktobjekt. Inom Stockholms kommun. Verksamhet Trafikplanering, Teknik, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
SBK Stadskarta - Gränser (illustration),ec1883b7-0ccc-4ec6-8201-08072ef04941,7ed3f8f9-96a9-4fbd-86af-ba742071de3b,"Stadskarta - Gränser (illustration) bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Gränslinje illustration10, Riksgräns, modifierbar, aktiv20, Territorialgräns, modifierbar, aktiv30, Län, modifierbar, aktiv40, Kommungräns, modifierbar, aktiv50, Stadsdelsgräns, modifierbar, aktiv60, Stadsdel och distrikt, modifierbar, aktiv70, Distriktsgräns, modifierbar, aktiv80, Kvartersnamnsgräns, modifierbar, aktiv90, Kvarterstraktgräns, modifierbar, aktiv100, Stadsdelsnämndsområde, modifierbar, aktiv110, Traktgräns, modifierbar, aktiv120, Kvartersonamnsgräns, modifierbar, aktiv130, Ägarlägenhetsutrymmesgräns, modifierbar, aktiv140, Fastighetsområdesgräns, modifierbar, aktiv150, Fastighetsutrymmesgräns, modifierbar, aktiv160, Kommungräns enligt JB 1:5, modifierbar, aktiv170, Länsgräns enligt JB 1:5, modifierbar, aktiv180, Stadsdelsgräns enligt JB 1:5, modifierbar, aktiv190, Traktgräns enligt JB 1:5, modifierbar, aktiv200, Fastighetsområdesgräns enligt JB 1:5, modifierbar, aktiv210, Stadsdel+distriktsgräns enligt JB 1:5, modifierbar, aktiv230, Ägarlägenhetsutrymmesgräns, modifierbar, aktiv240, Allmän plats-gräns, modifierbar, aktiv250, Illustration väg, modifierbar, aktiv260, Illustration strand, modifierbar, aktiv270, Församlingsgräns (utgått 2016), modifierbar, aktivOBS. Låg geografisk noggranhet (runt +/- 10 m)",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
NVDB - Förbjuden sväng,LvFeature4000076,575fd4be-87e5-4add-8a6e-a986b302b7bb,Svängutbredning,Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Registerkarta - Gemensamhetsanläggning (GA),72d7aa11-0025-46b7-a249-ec5ef779daf3,bdb3987a-f65a-4ed9-95d0-19b2513d7f2f,"Registerkarta - Gemensamhetsanläggning (GA) bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450070, GemensamhetsanläggningUndertyper10, Gemensamhetsanläggning, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Fritidsgård och ungdomsgård (ur Hitta Service API),86c4d0e8-4595-4cd2-bef7-9f394c173290,6dcfabe6-4a3c-4f4f-8299-b5771eefc03e,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Parklek (ur Hitta Service API),c1946613-f3a8-4b1e-9d55-a794cdfcb8e6,4d86dbec-83a6-4f22-85ee-8f688b82e77b,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Utegym (ur Hitta Service API),0eb151d8-2bf9-4a3d-b644-5fb51398779c,2d122f84-0893-4f77-9c8f-149198ebf502,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
SBK Stadskarta - Administrativ indelning,94516234-dfe9-4de4-a62f-3778099cfe3b,a3dee4e8-039a-4e36-ab13-ca3e3fe8efc8,"Stadskarta - Administrativ indelning (text/yta) bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Kommun10, Kommun, modifierbar, aktivDistrikt10, Distrikt, modifierbar, aktiv20, Församling (utgått 2016), modifierbar, aktivStadsdelsnämndsområde10, Stadsdelsnämndsområde, modifierbar, aktivStadsdel10, Stadsdel, modifierbar, aktivKvarter10, Kvarter enl detaljplan, modifierbar, aktiv20, Kvarter enl detaljplan-ej namnsatt, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Stadskarta - Idrottsanläggningar,fa010750-8208-43de-9f2d-433d0f541932,7202a042-55d1-4e3a-bd07-f764f6e032bc,"Stadskarta - Idrottsanläggningar bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Stadskartan) :Idrottsanläggning10, Motionsspår, modifierbar, aktiv20, Badmintonhall, modifierbar, aktiv30, Bassängbad, modifierbar, aktiv40, Bollplan, modifierbar, aktiv50, Bowlinghall, modifierbar, aktiv60, Campingplats, modifierbar, aktiv70, Golfbana, modifierbar, aktiv80, Idrottshall, modifierbar, aktiv90, Idrotts- o simhall, modifierbar, aktiv100, Ishall, modifierbar, aktiv110, Konstisbana, modifierbar, aktiv120, Korthålsgolfbana, modifierbar, aktiv130, Minigolfbana, modifierbar, aktiv140, Motionscentral, modifierbar, aktiv150, Rackethall, modifierbar, aktiv160, Ridhus, modifierbar, aktiv170, Simhall, modifierbar, aktiv180, Skidbacke, modifierbar, aktiv190, Skjutbana, modifierbar, aktiv200, Sol- o duschbad, modifierbar, aktiv210, Sportfält, modifierbar, aktiv220, Squashhall, modifierbar, aktiv230, Strandbad, modifierbar, aktiv240, Tennisbana, modifierbar, aktiv250, Tennishall, modifierbar, aktiv260, Varmbad, modifierbar, aktiv270, Idrottsplats, modifierbar, aktiv280, Fotbollsmål, modifierbar, aktiv290, Skidlift, modifierbar, aktiv300, Trav- och galoppbana, modifierbar, aktiv310, Motorbana, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
SBK Tätortskarta - Infrastruktur förbindelse,ec58e353-0a79-4fb0-b123-d2b49298f689,9321b8b0-c313-4f68-86de-4795642f9c90,"Tätortskarta - Infrastruktur förbindelse bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Tätortskartan) :451450, SjöfartsnätUndertyper10, Färjeförbindelse, modifierbar, aktiv20, Båtlinje, modifierbar, aktiv451470, VägförbindelseUndertyper30, Småväg, modifierbar, aktiv40, Motorväg, modifierbar, aktiv50, Gata, modifierbar, aktiv60, Genomfartsgata, modifierbar, aktiv70, Gränd, modifierbar, aktiv90, Gågata, modifierbar, aktiv100, Bussgata, modifierbar, aktiv110, Parkväg, modifierbar, aktiv120, På- och avfart, modifierbar, aktiv130, Traktorväg, modifierbar, aktiv451480, SpårnätUndertyper10, Tunnelbanespår, modifierbar, aktiv20, SJ Normalspår, modifierbar, aktiv30, SJ Smalspår, modifierbar, aktiv40, Pendeltåg, modifierbar, aktiv50, Industrispår, modifierbar, aktiv60, Spårvagnsspår, modifierbar, aktiv451490, ElnätUndertyper10, Högspänningsledning, modifierbar, aktiv20, Kraftledning, stam, modifierbar, aktiv30, Kraftledning, region, modifierbar, aktiv451610, VägnummerUndertyper10, Länsvägsnummer, modifierbar, aktiv20, Europavägsnummer, modifierbar, aktiv30, Övrigt länsvägsnummer, modifierbar, aktiv",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Korttidstillsyn för skolungdom över 12 år (ur Hitta Service API),ef4928e6-ef53-4f9e-83a6-36e5eab323bc,b6e41f38-c376-44f2-a8ee-91725116f0ae,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Korttidshem för vuxna (ur Hitta Service API),7c3d8800-af65-45e7-b322-3c07112c0bde,392eceb9-bee6-4609-a49b-269c42096360,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Utomhusbassäng (ur Hitta Service API),492c1d98-9c61-49b8-ac39-366cb86c6ec5,cf0c1c11-13a7-457c-9389-99dc8e40c2de,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-12
Grundsärskola (ur Hitta Service API),83722b73-0ffd-47c3-9e16-dc2e0e1a5fcc,92b359c7-dc66-40a1-bc29-a21e105ae924,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
NVDB - GCM-vägtyp,LvFeature4000099,f8f37d8c-e2f3-4740-8bf8-24274b8d886a,"Geometri som representerar data om gång- och cykel(/moped)vägens funktion. Dataprodukten registreras enbart på gång- och cykelnätet, d v s de vägsträckordär vägtrafiknät är angivet som ?Cykelnät? eller ?Gångnät?. Exempel på funktion är gångbana, cykelbana, trappa, cykelpassage, övergångsställe mm. Tillhör verksamhet NVDB (Trafikverket). Utbredning: Stockholms län",Stockholms stad - Trafikkontoret,Trafikverket,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Cykelplan status,LvFeature18213427,255b1983-ab9a-4087-917b-fedcf279956f,"Linjegeometri, kartlagret identifierar åtgärdsstatus på prioriterade sträckor längs stadens Cykelplan avseende byggnation av ny cykelinfrastruktur eller breddning av befintlig. Stråken synliggör var på stadens cykelplans huvudstråk och pendlingsstråk som åtgärder utreds, planeras, genomförs eller har genomförts. Kartlagret uppdateras halvårsvis.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Parkeringsdata - Taxa - Parkeringsavgiftsområden,LTFRtaxa,88616fdc-61bd-443c-b368-f73e5ee7d67c,"Innehåller geometrier för olika parkeringsavgiftsområden och respektive taxa för parkering på det kommunala vägnätet. Verksamhet Juridik & Parkering, Tillståndsavdelningen, Trafikkontoret",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-11
Cykelstråk,LvFeature20022411,d2efa281-c9b2-4ef1-98ef-09907483f8a3,"Cykelstråk, linjegeometri, kartlagret visar utpekat cykelvägnät i Stockholm som Primärt stråk och Huvudnät.",Stockholms stad - Trafikkontoret,Stockholms stad - Trafiknämnd,funktionsbrevlada.tk.open.data@stockholm.se,2023-06-12
SBK Registerkarta - Enhetsområde,232a7e04-2865-4838-a522-0b2a903a4c29,d1f7a20a-2666-43ed-8797-19471c61bcf3,"Registerkarta - Enhetsområde bestod av följande undertyper (subtyper) vid informationsklassningen 2020 (för aktuell lista se Allmän produktspecifikation Registerkartan) :450040, EnhetsområdeUndertyper10, Fastighetsområde, modifierbar20, Fastighetsutrymme, modifierbar30, Bihang C, modifierbar40, Samfällighet, modifierbar50, Ägarlägenhetsutrymme, modifierbar",Stadsbyggnadskontoret - Stadsmätningsavdelningen - Geodatadistributionsenheten,Stockholms stad - Stadsbyggnadsnämnd,geodataservice@stockholm.se,2023-06-11
Träfflokal (ur Hitta Service API),446f8d9e-a2eb-4521-85ad-a45f31829f4a,5b5e4783-d4d4-4d2d-aa65-a388710f8c82,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
Båtplats (ur Hitta Service API),2f4a8459-738e-4d9a-80c6-5caec365bbc7,52519156-b1c4-4313-ae39-43a2561c9e03,Informationen i Hitta service API:et används på Stockholms stads webbplatser för att hitta olika typer av service. Informationen i API:et uppdateras löpande.,Stadsledningskontoret - Kommunikations- och omvärldsavdelningen,Stockholms stad - Stadsledningskontoret,ola.williams@stockholm.se,2023-06-11
